Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Daniel Hurtado,Angels (A),21,64,9,2.81,3.2,0.98,23.80%,7.40%,16.40%,0.261,1.3,0.329,78.80%,2.95,4.22,-1.27,sa505279
Casey Mccarthy,Marlins (A),24,11,9.82,4.09,2.4,0.82,24.50%,10.20%,14.30%,0.233,1.36,0.3,82.20%,3.27,4.22,-0.95,sa658656
Cody Crabaugh,Marlins (A),23,66.1,5.56,2.17,2.56,0.68,14.30%,5.60%,8.70%,0.288,1.4,0.326,65.60%,4.48,4.23,0.24,sa738520
Lucas Moran,Reds (A),22,4,6.75,6.75,1,0,16.70%,16.70%,0.00%,0.2,1.5,0.25,100.00%,0,4.23,-4.23,sa550256
Joel Seddon,Athletics (A),21,25.1,7.11,2.84,2.5,0.71,19.60%,7.80%,11.80%,0.22,1.11,0.261,78.00%,2.84,4.23,-1.39,sa599194
Felix Carvallo,Rangers (A),20,66,7.91,3.55,2.23,0.82,19.80%,8.90%,10.90%,0.259,1.44,0.312,75.30%,3.41,4.24,-0.83,sa657664
Lewis Thorpe,Twins (A),18,71.2,10.05,4.52,2.22,0.88,25.60%,11.50%,14.10%,0.228,1.37,0.297,70.80%,3.52,4.24,-0.72,sa739599
David Ramos,Nationals (A),22,15.1,9.39,0.59,16,1.76,21.90%,1.40%,20.60%,0.375,1.83,0.453,58.80%,6.46,4.24,2.22,sa692508
Leonard Hollins,Nationals (A),22,10.2,8.44,6.75,1.25,0,18.50%,14.80%,3.70%,0.311,2.06,0.4,69.60%,5.91,4.24,1.66,sa658683
Robin Leyer,White Sox (A),21,134.2,5.75,2.87,2,0.6,15.10%,7.50%,7.50%,0.275,1.39,0.315,66.30%,3.81,4.25,-0.44,sa657613
Daniel Slania,Giants (A),22,58.2,7.06,3.22,2.19,0.77,18.50%,8.40%,10.00%,0.247,1.31,0.29,66.20%,3.99,4.25,-0.26,sa550172
Tony Wieber,Padres (A),23,11.2,3.86,1.54,2.5,0.77,10.40%,4.20%,6.30%,0.261,1.2,0.275,55.60%,5.4,4.26,1.14,sa658853
Kent Emanuel,Astros (A),22,22,6.95,1.64,4.25,1.23,19.50%,4.60%,14.90%,0.241,1.09,0.27,60.60%,2.45,4.26,-1.8,sa549399
Buddy Borden,Pirates (A),22,128,8.58,3.38,2.54,0.91,23.10%,9.10%,14.00%,0.217,1.18,0.265,75.70%,3.16,4.27,-1.1,sa737851
Williams Louico,Orioles (A),24,61.2,7.01,4.38,1.6,0.44,17.00%,10.60%,6.40%,0.256,1.52,0.307,63.60%,3.94,4.27,-0.33,sa507190
Logan Norris,Rockies (A),23,19,7.11,4.26,1.67,0.47,16.90%,10.10%,6.70%,0.291,1.68,0.349,76.00%,3.79,4.27,-0.48,sa621025
Luis Perdomo,Cardinals (A),21,57,6.47,3.32,1.95,0.63,15.70%,8.10%,7.70%,0.271,1.49,0.314,54.00%,5.05,4.27,0.78,sa597248
Robinson Yambati,Royals (A),23,12.2,9.95,2.84,3.5,0.71,23.30%,6.70%,16.70%,0.269,1.42,0.351,63.10%,2.84,4.3,-1.45,sa504430
Pierce Johnson,Cubs (A),23,11,6.55,2.45,2.67,0.82,20.50%,7.70%,12.80%,0.114,0.64,0.115,75.80%,2.45,4.3,-1.85,sa501771
Javier Salas,Brewers (A),22,33,6.27,1.36,4.6,1.09,16.20%,3.50%,12.70%,0.296,1.36,0.333,79.70%,3.82,4.3,-0.48,sa738903
Raynel Vellette,Red Sox (A),23,47.1,6.85,5.32,1.29,0.19,17.00%,13.20%,3.80%,0.249,1.54,0.306,73.70%,3.04,4.3,-1.26,sa507643
Thomas Robson,Blue Jays (A),21,31.2,6.25,5.12,1.22,0.28,15.20%,12.40%,2.80%,0.294,1.74,0.35,55.00%,6.25,4.31,1.95,sa597959
Luis Rico,Royals (A),20,109,7.27,3.63,2,0.74,18.20%,9.10%,9.10%,0.277,1.51,0.329,66.10%,4.38,4.31,0.07,sa597316
Blaine Sims,Astros (A),25,55.2,7.6,5.98,1.27,0.32,18.30%,14.40%,3.90%,0.279,1.76,0.347,70.70%,3.4,4.31,-0.92,sa558070
Blake Holovach,Mariners (A),23,85.2,6.51,3.99,1.63,0.63,16.50%,10.10%,6.40%,0.274,1.52,0.321,70.20%,4.1,4.31,-0.22,sa658632
Fernando Romero,Twins (A),19,12,6.75,3.75,1.8,0.75,18.00%,10.00%,8.00%,0.289,1.5,0.343,84.30%,3,4.32,-1.32,sa657418
Ryan Ullmann,Nationals (A),22,73,6.04,2.71,2.23,0.62,15.00%,6.70%,8.30%,0.275,1.42,0.316,63.50%,4.44,4.33,0.11,sa738461
Coby Cowgill,Padres (A),23,32,6.75,5.91,1.14,0,15.40%,13.50%,1.90%,0.305,1.91,0.374,56.90%,7.31,4.33,2.98,sa658570
Nik Nowottnick,Orioles (A),22,8,6.75,4.5,1.5,0,15.80%,10.50%,5.30%,0.219,1.38,0.269,61.50%,3.38,4.34,-0.96,sa749808
Blake Mcknight,Cardinals (A),23,111.1,4.53,2.91,1.56,0.49,11.30%,7.20%,4.00%,0.284,1.48,0.314,59.30%,5.17,4.34,0.84,sa738934
Brent Powers,- - -,25,86.1,6.88,4.8,1.43,0.52,16.40%,11.40%,5.00%,0.279,1.68,0.331,60.40%,5.42,4.34,1.08,sa598322
Jeffrey Rauh,Cardinals (A),24,2.1,7.71,7.71,1,0,14.30%,14.30%,0.00%,0.333,2.57,0.4,0.00%,23.14,4.34,18.8,sa659505
Christopher Lee,Astros (A),21,113,5.97,4.06,1.47,0.56,15.20%,10.30%,4.90%,0.272,1.51,0.314,71.50%,3.66,4.34,-0.68,sa550044
Michael Smith,Angels (A),24,26.2,8.44,2.36,3.57,1.35,22.90%,6.40%,16.50%,0.245,1.2,0.288,72.00%,4.05,4.35,-0.3,sa738590
Steve Janas,Braves (A),22,97.2,5.62,2.67,2.1,0.74,14.50%,6.90%,7.60%,0.276,1.4,0.311,61.00%,4.52,4.35,0.16,sa737861
Ryan Etsell,Angels (A),22,81,7.78,2.67,2.92,1.11,20.20%,6.90%,13.30%,0.278,1.4,0.329,70.60%,4.11,4.36,-0.25,sa739294
Payton Baskette,Padres (A),20,81.2,5.73,3.86,1.49,0.55,13.10%,8.80%,4.30%,0.315,1.81,0.358,62.90%,5.29,4.37,0.92,sa738164
Sean Hagan,White Sox (A),23,7.2,5.87,1.17,5,1.17,17.90%,3.60%,14.30%,0.222,0.91,0.238,89.30%,2.35,4.37,-2.02,sa621635
Phillip Valdez,Nationals (A),22,29.1,8.59,5.52,1.56,0.31,21.20%,13.60%,7.60%,0.173,1.26,0.222,63.10%,3.68,4.37,-0.69,sa506127
Cody Reed,Royals (A),21,84,6.21,3.86,1.61,0.54,15.00%,9.30%,5.70%,0.302,1.68,0.351,56.90%,5.46,4.37,1.09,sa737542
Jordan Milbrath,Indians (A),22,125.1,5.53,3.52,1.57,0.57,14.30%,9.10%,5.20%,0.262,1.4,0.298,68.30%,3.95,4.38,-0.43,sa738636
Alex Powers,White Sox (A),22,22.1,6.45,3.22,2,0.81,16.20%,8.10%,8.10%,0.275,1.48,0.315,69.50%,4.84,4.39,0.44,sa621533
CJ Robinson,Marlins (A),21,48.1,7.08,4.84,1.46,0.19,17.10%,11.70%,5.40%,0.255,1.53,0.315,74.40%,4.1,4.39,-0.3,sa737907
Yeyfry Del Rosario,Blue Jays (A),20,18.2,9.64,2.41,4,1.45,25.30%,6.30%,19.00%,0.233,1.18,0.28,53.20%,3.86,4.4,-0.54,sa596841
Jose Adames,Marlins (A),21,44,7.77,3.68,2.11,0.82,19.30%,9.10%,10.20%,0.26,1.45,0.311,71.20%,3.07,4.4,-1.34,sa597194
Tripp Davis,Royals (A),23,43.2,8.24,2.68,3.08,1.03,19.90%,6.50%,13.40%,0.31,1.6,0.374,73.10%,4.95,4.41,0.54,sa739650
Scott Harris,Phillies (A),21,13.1,6.75,2.03,3.33,0.68,18.20%,5.50%,12.70%,0.184,0.9,0.211,44.10%,4.05,4.41,-0.36,sa829431
Jimmy Cordero,Blue Jays (A),22,32.1,9.46,5.57,1.7,0.56,22.40%,13.20%,9.20%,0.281,1.73,0.37,75.20%,3.06,4.41,-1.35,sa680023
Duane Underwood,Cubs (A),19,100.2,7.51,3.22,2.33,0.89,20.30%,8.70%,11.60%,0.23,1.2,0.273,80.00%,2.5,4.42,-1.92,sa657936
James Gainey,Brewers (A),23,125,8.14,3.53,2.31,0.94,20.50%,8.90%,11.60%,0.257,1.41,0.31,66.60%,4.18,4.42,-0.24,sa658177
Tyler Linehan,Brewers (A),22,11.2,6.17,6.94,0.89,0,12.90%,14.50%,-1.60%,0.34,2.31,0.4,40.70%,10.03,4.43,5.6,sa549132
Dace Kime,Indians (A),22,136.1,7.13,3.7,1.93,0.79,17.70%,9.20%,8.50%,0.271,1.5,0.319,62.30%,5.22,4.43,0.78,sa548429
Blake Perry,Diamondbacks (A),22,134.2,8.42,4.41,1.91,0.74,21.80%,11.40%,10.40%,0.231,1.34,0.287,70.60%,4.21,4.44,-0.22,sa548326
Joey Webb,Nationals (A),23,29.1,7.36,5.83,1.26,0.31,19.40%,15.30%,4.00%,0.202,1.36,0.253,80.80%,2.45,4.44,-1.98,sa738424
Ryan Eades,Twins (A),22,133,6.63,3.38,1.96,0.74,16.60%,8.50%,8.10%,0.277,1.48,0.323,63.70%,5.14,4.44,0.7,sa549448
Matt Alvarez,Royals (A),23,73.1,8.84,6.38,1.38,0.37,21.60%,15.60%,6.00%,0.227,1.57,0.296,64.50%,5.15,4.45,0.71,sa752901
Matt Marksberry,Braves (A),23,111.2,7.9,4.11,1.92,0.81,20.60%,10.70%,9.90%,0.236,1.35,0.286,71.40%,3.55,4.45,-0.9,sa738153
Barrett Astin,Brewers (A),22,121.2,5.99,2.66,2.25,0.89,15.40%,6.90%,8.60%,0.273,1.38,0.307,62.10%,4.96,4.45,0.51,sa621669
Shane Carle,Pirates (A),22,82.1,5.14,0.98,5.22,0.98,13.50%,2.60%,11.00%,0.29,1.28,0.316,69.40%,3.72,4.45,-0.73,sa737893
Jared Wilson,Twins (A),24,58,8.69,3.88,2.24,0.93,22.60%,10.10%,12.50%,0.211,1.22,0.256,74.00%,2.95,4.45,-1.5,sa658993
Stone Speer,Rays (A),23,78.2,8.81,5.83,1.51,0.57,22.30%,14.80%,7.50%,0.221,1.46,0.284,68.80%,3.55,4.45,-0.9,sa738397
John Easley,Marlins (A),23,17.1,6.75,2.08,3.25,1.04,16.70%,5.10%,11.50%,0.247,1.27,0.276,64.40%,3.63,4.45,-0.82,sa738258
Garrett Cortright,Orioles (A),22,32,6.19,3.09,2,0.84,15.80%,7.90%,7.90%,0.273,1.44,0.311,76.60%,3.94,4.46,-0.52,sa739011
Andrew Brown,Rockies (A),24,27.1,4.61,3.95,1.17,0.33,10.50%,9.00%,1.50%,0.342,1.94,0.381,47.50%,6.91,4.46,2.45,sa658559
Brandon Lee,Cardinals (A),23,21.1,6.75,3.8,1.78,0.84,16.70%,9.40%,7.30%,0.322,1.73,0.377,61.40%,6.33,4.47,1.86,sa739846
Dylan Stamey,Rockies (A),22,35.2,8.33,5.3,1.57,0.5,19.50%,12.40%,7.10%,0.283,1.74,0.355,69.10%,4.54,4.48,0.06,sa737948
Chase Dejong,Blue Jays (A),20,97,6.77,2.04,3.32,1.11,17.20%,5.20%,12.00%,0.285,1.39,0.325,66.30%,4.82,4.48,0.34,sa657960
Tyler Vanderheiden,Mets (A),24,21,5.57,5.14,1.08,0,13.40%,12.40%,1.00%,0.305,1.76,0.362,60.00%,6.43,4.49,1.94,sa658479
Clario Perez,Pirates (A),21,68.1,5.14,1.98,2.6,0.66,13.10%,5.10%,8.10%,0.261,1.26,0.29,68.50%,4.08,4.49,-0.41,sa507214
Dan Langfield,Reds (A),23,60.1,12.08,6.41,1.88,1.04,30.20%,16.00%,14.20%,0.201,1.46,0.279,70.70%,4.62,4.5,0.13,sa580434
Christian Powell,Twins (A),22,16.2,9.18,8.64,1.06,0,20.00%,18.80%,1.20%,0.294,2.16,0.392,59.50%,7.56,4.5,3.06,sa503725
Yimmi Brasoban,Padres (A),20,64.2,6.96,4.87,1.43,0.56,16.60%,11.60%,5.00%,0.3,1.76,0.359,58.40%,6.54,4.51,2.04,sa598120
Thaddius Lowry,White Sox (A),19,87,4.45,3,1.48,0.52,11.30%,7.60%,3.70%,0.297,1.52,0.328,65.40%,4.76,4.52,0.24,sa737826
Jordan Harrison,Rays (A),23,30,3.3,2.7,1.22,0.6,8.60%,7.00%,1.60%,0.252,1.3,0.264,60.80%,3.3,4.52,-1.22,sa502697
Eddie Campbell,Mariners (A),22,134.2,7.02,4.95,1.42,0.6,17.40%,12.30%,5.10%,0.271,1.6,0.324,65.60%,5.15,4.53,0.61,sa550195
Jesen Dygestile-Therrien,Phillies (A),21,56,6.11,4.02,1.52,0.48,14.60%,9.60%,5.00%,0.273,1.57,0.316,57.40%,6.27,4.53,1.74,sa549979
Nick Rodesky,Phillies (A),23,6.1,11.37,4.26,2.67,1.42,28.60%,10.70%,17.90%,0.28,1.58,0.375,69.80%,5.68,4.53,1.15,sa837927
Mark Williams,Brewers (A),24,6.2,5.4,5.4,1,0,14.80%,14.80%,0.00%,0.227,1.35,0.278,80.00%,2.7,4.53,-1.83,sa609344
Samuel Johns,Nationals (A),22,20,4.95,1.8,2.75,0.9,13.60%,4.90%,8.60%,0.237,1.1,0.254,69.30%,4.05,4.54,-0.49,sa829559
Bobby Wahl,Athletics (A),22,42.2,9.07,4.01,2.26,1.05,21.80%,9.60%,12.20%,0.263,1.52,0.323,63.90%,5.06,4.54,0.52,sa550093
Luis Chirinos,Dodgers (A),24,60.1,6.86,3.73,1.84,0.9,17.00%,9.20%,7.80%,0.298,1.62,0.347,67.30%,4.48,4.55,-0.07,sa503965
Carlos Melo,Indians (A),23,27.1,12.84,7.57,1.7,0.66,29.30%,17.30%,12.00%,0.226,1.72,0.339,66.40%,4.94,4.55,0.39,sa503957
Konner Wade,Rockies (A),22,142,5.96,2.22,2.69,1.01,15.60%,5.80%,9.80%,0.274,1.33,0.305,66.80%,3.61,4.55,-0.94,sa549985
Jose Rodriguez,Royals (A),21,67,7.25,3.76,1.93,0.67,18.20%,9.50%,8.80%,0.262,1.43,0.313,66.00%,4.84,4.56,0.28,sa597270
Grant Gordon,Angels (A),23,55.2,7.28,5.82,1.25,0.49,17.90%,14.30%,3.60%,0.237,1.56,0.287,62.10%,4.37,4.56,-0.2,sa579850
Brett Mckinney,Pirates (A),23,49,8.82,3.67,2.4,1.1,23.90%,10.00%,13.90%,0.201,1.14,0.24,88.70%,2.2,4.57,-2.36,sa738242
David Garner,Cubs (A),21,15.2,7.47,5.74,1.3,0.57,18.30%,14.10%,4.20%,0.262,1.66,0.319,77.20%,4.02,4.57,-0.55,sa549882
Jake Junis,Royals (A),21,136,7.21,2.51,2.87,1.06,19.00%,6.60%,12.40%,0.259,1.28,0.3,68.10%,4.3,4.57,-0.27,sa602414
Jared Dettmann,Braves (A),22,22,6.14,4.5,1.36,0.41,13.40%,9.80%,3.60%,0.313,1.91,0.361,56.30%,6.95,4.59,2.37,sa602860
Kevin Mccarthy,Royals (A),22,4,2.25,4.5,0.5,0,7.70%,15.40%,-7.70%,0.182,1,0.2,100.00%,0,4.59,-4.59,sa738158
Zak Hermans,Cubs (A),23,39,8.31,4.38,1.89,0.92,21.20%,11.20%,10.00%,0.235,1.38,0.284,69.40%,3.92,4.59,-0.66,sa738429
Nicholas Pivetta,Nationals (A),21,132.1,6.66,2.65,2.51,1.02,17.20%,6.90%,10.40%,0.271,1.37,0.309,72.90%,4.22,4.6,-0.38,sa737889
Bruedlin Suero,Rays (A),24,66,8.05,1.5,5.36,1.64,21.00%,3.90%,17.10%,0.294,1.36,0.338,70.10%,4.23,4.61,-0.38,sa506189
Raymundo Montero,Giants (A),24,37.2,8.6,5.5,1.57,0.72,20.70%,13.20%,7.50%,0.227,1.51,0.279,53.90%,5.26,4.62,0.63,sa507006
Luke Farrell,Royals (A),23,108,8.5,3.92,2.17,1.08,21.00%,9.70%,11.30%,0.268,1.52,0.324,60.90%,5.25,4.62,0.63,sa621674
Francois Lafreniere,Braves (A),24,17.1,6.75,2.6,2.6,1.04,16.30%,6.30%,10.00%,0.27,1.44,0.305,30.20%,8.83,4.62,4.2,sa503534
Zach Quintana,Brewers (A),20,85.1,6.12,5.17,1.18,0.42,14.50%,12.30%,2.30%,0.29,1.75,0.339,63.30%,5.7,4.63,1.06,sa657970
Josh Slaats,Diamondbacks (A),25,4.1,4.15,6.23,0.67,0,9.50%,14.30%,-4.80%,0.167,1.38,0.188,50.00%,4.15,4.64,-0.48,sa526413
Akeem Bostick,Rangers (A),19,92.1,6.24,2.73,2.29,0.97,16.00%,7.00%,9.00%,0.267,1.36,0.3,61.20%,5.17,4.65,0.52,sa737616
Yacksel Rios,Phillies (A),21,102.1,6.42,3.52,1.83,0.79,16.30%,8.90%,7.40%,0.253,1.39,0.29,71.60%,3.69,4.65,-0.96,sa599007
Yency Almonte,Angels (A),20,42,6.86,3,2.29,1.07,18.00%,7.90%,10.10%,0.247,1.29,0.28,67.40%,4.93,4.65,0.28,sa658334
Ulises Joaquin,Phillies (A),22,47.2,6.61,3.78,1.75,0.76,17.10%,9.80%,7.30%,0.231,1.3,0.266,72.40%,3.97,4.66,-0.69,sa597845
Trey Ball,Red Sox (A),20,100,6.12,3.51,1.74,0.81,15.10%,8.70%,6.40%,0.272,1.5,0.308,59.80%,4.68,4.66,0.02,sa737438
Isaac Sanchez,Pirates (A),21,56.2,7.62,3.18,2.4,1.11,18.80%,7.80%,11.00%,0.266,1.45,0.309,71.40%,4.45,4.66,-0.22,sa552222
Octavio Acosta,Mets (A),24,28.2,5.65,4.4,1.29,0.31,14.60%,11.40%,3.30%,0.238,1.36,0.279,72.10%,3.14,4.67,-1.53,sa548115
Justin Topa,Pirates (A),23,81.1,5.53,2.21,2.5,0.89,13.70%,5.50%,8.20%,0.324,1.59,0.363,61.20%,6.09,4.67,1.42,sa658926
Sean Bierman,- - -,25,19.1,7.45,3.72,2,0.93,18.20%,9.10%,9.10%,0.253,1.45,0.295,76.30%,3.26,4.67,-1.41,sa526810
Starlyn Suriel,Blue Jays (A),20,42,6.86,2.14,3.2,1.29,18.60%,5.80%,12.80%,0.238,1.14,0.262,79.30%,3.21,4.68,-1.46,sa829880
Jorge Guzman,Padres (A),24,37.2,6.93,3.35,2.07,0.96,18.20%,8.80%,9.40%,0.239,1.27,0.275,74.90%,3.11,4.68,-1.57,sa507258
Taylor Grover,Red Sox (A),23,45.2,8.47,2.56,3.31,1.38,22.10%,6.70%,15.40%,0.217,1.14,0.246,63.40%,4.73,4.68,0.05,sa737866
Gabe Encinas,Yankees (A),22,31,8.42,4.65,1.81,0.58,19.50%,10.70%,8.70%,0.268,1.61,0.333,62.00%,5.81,4.68,1.12,sa548350
Zach Jadofsky,Braves (A),24,10,9,4.5,2,0.9,22.20%,11.10%,11.10%,0.256,1.5,0.321,89.00%,2.7,4.69,-1.99,sa599881
Michael Wagner,Cubs (A),22,61.1,8.8,3.82,2.31,1.17,21.70%,9.40%,12.30%,0.285,1.57,0.348,86.70%,3.23,4.69,-1.46,sa549834
Jake Burnette,Pirates (A),21,6.1,9.95,7.11,1.4,0,21.20%,15.20%,6.10%,0.346,2.21,0.474,62.50%,7.11,4.69,2.41,sa598012
Brett Mooneyham,Nationals (A),24,29.2,7.89,6.98,1.13,0.3,19.60%,17.30%,2.30%,0.248,1.69,0.317,76.60%,3.94,4.7,-0.75,sa455313
Pedro Fernandez,Royals (A),20,61.1,8.8,4.84,1.82,0.88,22.60%,12.50%,10.20%,0.219,1.35,0.272,64.90%,4.99,4.71,0.28,sa657697
Travis Ott,Nationals (A),19,10.2,6.75,3.38,2,0.84,15.10%,7.60%,7.60%,0.313,1.78,0.359,48.40%,7.59,4.71,2.88,sa738460
Jackson Stephens,Reds (A),20,67.1,7.22,2.94,2.45,1.07,18.40%,7.50%,10.90%,0.264,1.37,0.305,67.20%,4.81,4.72,0.09,sa658342
Brandon Martinez,Dodgers (A),23,102.2,6.84,2.89,2.36,1.14,17.10%,7.20%,9.90%,0.303,1.56,0.348,71.50%,4.91,4.72,0.19,sa501514
Cody Dickson,Pirates (A),22,129.1,7.24,4.04,1.79,0.77,18.30%,10.20%,8.10%,0.277,1.52,0.332,70.80%,3.9,4.73,-0.83,sa737782
Nick Howard,Reds (A),21,33.2,6.15,2.94,2.09,1.07,16.90%,8.10%,8.80%,0.226,1.16,0.247,72.70%,3.74,4.73,-0.99,sa827196
Carlos Misell,Mariners (A),22,126.2,6.82,3.41,2,1.07,16.80%,8.40%,8.40%,0.288,1.56,0.329,66.10%,4.9,4.74,0.16,sa750535
Joseph Michaud,Athletics (A),23,37,5.11,1.7,3,1.22,12.40%,4.10%,8.20%,0.315,1.57,0.338,53.90%,6.32,4.76,1.57,sa738530
Hector Silvestre,Nationals (A),21,91.1,4.83,2.07,2.33,0.99,12.90%,5.50%,7.40%,0.256,1.23,0.274,69.60%,4.14,4.76,-0.62,sa599917
Wilson Santos,Padres (A),22,18,8,7,1.14,0.5,18.20%,15.90%,2.30%,0.284,1.94,0.351,53.60%,7,4.76,2.24,sa657788
Shane Martin,Phillies (A),23,28,4.82,2.57,1.88,0.96,11.50%,6.10%,5.30%,0.382,1.96,0.419,45.30%,10.29,4.76,5.52,sa737898
Tyler Brosius,Braves (A),22,107.2,5.43,4.93,1.1,0.42,13.40%,12.20%,1.20%,0.252,1.53,0.288,58.90%,4.51,4.77,-0.25,sa738719
Tyler Buckley,Phillies (A),23,20.1,8.85,6.2,1.43,0.44,19.40%,13.60%,5.80%,0.314,2.02,0.4,63.40%,6.64,4.77,1.87,sa738375
Cole Wiper,Rangers (A),22,101,8.55,4.01,2.13,1.16,22.10%,10.40%,11.80%,0.238,1.36,0.285,75.50%,3.83,4.78,-0.95,sa599160
Dylan Chavez,White Sox (A),23,58.1,6.48,4.17,1.56,0.62,16.30%,10.50%,5.80%,0.211,1.27,0.243,71.60%,2.93,4.79,-1.85,sa599499
Adam Holland,Braves (A),24,31.2,5.4,5.4,1,0.28,11.80%,11.80%,0.00%,0.321,2.02,0.367,51.10%,7.96,4.79,3.17,sa598301
Wirkin Estevez,Nationals (A),22,16.2,5.4,4.32,1.25,0.54,12.40%,9.90%,2.50%,0.347,1.98,0.393,52.20%,9.18,4.79,4.39,sa550539
Eric Sim,Giants (A),25,1.2,10.8,5.4,2,0,28.60%,14.30%,14.30%,0,0.6,0,100.00%,0,4.79,-4.79,sa549774
Daniel Mcgrath,Red Sox (A),19,97.1,7.49,4.81,1.56,0.83,19.20%,12.30%,6.90%,0.217,1.36,0.255,68.40%,4.07,4.79,-0.72,sa739598
Lars Huijer,Mariners (A),20,71.2,5.53,4.27,1.29,0.25,14.00%,10.80%,3.20%,0.225,1.3,0.264,69.30%,4.02,4.8,-0.78,sa606310
Caleb Hamrick,Indians (A),20,99,5.73,4.64,1.24,0.64,13.50%,10.90%,2.60%,0.307,1.79,0.349,58.40%,6.64,4.8,1.84,sa658117
Tyler Spurlin,Brewers (A),23,27.1,5.27,4.28,1.23,0.66,14.70%,11.90%,2.80%,0.221,1.24,0.247,74.50%,2.96,4.8,-1.84,sa739833
Andury Acevedo,Yankees (A),23,12.1,8.76,8.76,1,0,19.10%,19.10%,0.00%,0.26,2.03,0.342,57.70%,4.38,4.8,-0.42,sa395471
Hudson Boyd,Twins (A),21,58,6.98,4.81,1.45,0.78,17.60%,12.10%,5.50%,0.234,1.43,0.273,68.40%,4.34,4.81,-0.47,sa597796
Jeffrey Mckenzie,White Sox (A),23,62.2,5.17,2.15,2.4,1.15,13.40%,5.60%,7.80%,0.311,1.5,0.338,64.00%,5.6,4.82,0.79,sa738409
Wander Beras,Indians (A),25,67.1,8.42,4.81,1.75,0.8,20.70%,11.80%,8.90%,0.221,1.38,0.27,56.00%,5.21,4.82,0.39,sa506966
Jerry Mulderig,Pirates (A),22,21,8.14,6.86,1.19,0.43,19.00%,16.00%,3.00%,0.241,1.71,0.302,64.60%,4.29,4.82,-0.54,sa738405
Andrew Cooper,Nationals (A),22,70,4.76,1.93,2.47,1.03,11.40%,4.60%,6.80%,0.337,1.69,0.364,66.80%,5.91,4.83,1.09,sa738579
Erik Cabrera,Padres (A),23,87.1,6.29,3.81,1.65,0.93,16.10%,9.70%,6.30%,0.266,1.45,0.301,60.00%,5.15,4.84,0.32,sa599820
Chris Smith,Yankees (A),25,8,12.38,2.25,5.5,2.25,31.40%,5.70%,25.70%,0.273,1.38,0.35,73.20%,4.5,4.84,-0.34,sa826587
Michael Swanner,Braves (A),21,58.1,7.25,4.78,1.52,0.77,17.50%,11.60%,6.00%,0.265,1.59,0.313,70.80%,4.32,4.84,-0.52,sa738200
Daniel Cordero,Braves (A),21,27,5,5,1,0.33,11.50%,11.50%,0.00%,0.345,2,0.392,58.60%,6.67,4.85,1.82,sa657244
Matt Abramson,White Sox (A),24,58.1,6.63,5.09,1.3,0.62,16.00%,12.30%,3.70%,0.267,1.63,0.314,63.90%,5.4,4.85,0.55,sa738585
Tyler Vail,Braves (A),21,35.1,8.15,4.33,1.88,1.02,18.50%,9.80%,8.70%,0.318,1.87,0.381,68.90%,5.86,4.86,1,sa738555
Matt Pierpont,Rockies (A),23,27.1,8.89,2.3,3.86,1.65,23.70%,6.10%,17.50%,0.226,1.13,0.257,92.00%,2.96,4.87,-1.9,sa738366
Henry Hirsch,Pirates (A),21,82.2,7.4,4.46,1.66,0.87,18.80%,11.30%,7.50%,0.26,1.49,0.308,71.10%,4.46,4.87,-0.4,sa738275
Tyler Vail,Athletics (A),22,41,5.27,3.95,1.33,0.66,12.30%,9.20%,3.10%,0.306,1.73,0.343,65.00%,4.61,4.88,-0.27,sa549653
Franderlin Romero,Reds (A),23,5,5.4,0,3,1.8,15.80%,0.00%,15.80%,0.263,1,0.267,55.60%,3.6,4.88,-1.28,sa546503
Ty Buttrey,Red Sox (A),21,46,7.83,4.7,1.67,0.98,18.10%,10.90%,7.20%,0.301,1.8,0.358,55.80%,6.85,4.89,1.96,sa657997
Logan Taylor,Mets (A),22,48.2,7.21,2.59,2.79,1.29,19.60%,7.00%,12.60%,0.225,1.13,0.25,80.90%,2.77,4.9,-2.13,sa658168
Joel Effertz,Marlins (A),23,11.1,7.94,2.38,3.33,1.59,22.70%,6.80%,15.90%,0.195,0.97,0.207,85.40%,2.38,4.91,-2.53,sa503214
Alex Black,Royals (A),23,37,8.03,4.86,1.65,0.97,18.60%,11.30%,7.30%,0.314,1.86,0.378,63.70%,5.59,4.91,0.68,sa738465
Brett Bruening,White Sox (A),25,3,3,3,1,0,6.70%,6.70%,0.00%,0.231,1.33,0.25,40.00%,3,4.92,-1.92,sa455560
Brandon Farley,Giants (A),23,16.1,7.71,3.86,2,1.1,17.70%,8.90%,8.90%,0.38,2.08,0.455,55.90%,7.71,4.93,2.78,sa658932
Andrew Mitchell,White Sox (A),22,65.1,11.43,9.23,1.24,0.41,27.00%,21.80%,5.20%,0.217,1.81,0.322,68.20%,5.37,4.95,0.42,sa739281
Richie Tate,Braves (A),22,66,7.09,4.91,1.44,0.68,17.30%,12.00%,5.30%,0.249,1.52,0.295,74.00%,3.68,4.95,-1.27,sa549135
Dovydas Neverauskas,Pirates (A),21,123.2,6.4,4,1.6,0.87,15.60%,9.70%,5.80%,0.301,1.67,0.346,64.90%,5.6,4.95,0.65,sa549722
Devin Burke,Rockies (A),22,11.2,6.17,0.77,8,1.54,17.80%,2.20%,15.60%,0.209,0.86,0.212,61.00%,3.09,4.96,-1.87,sa577812
